spec,section,outcome,row_type,value
"cross_occ4";"cross";"lr_remdezr_layer";"main";  -0.0063**"
"cross_occ4";"cross";"lr_remdezr_layer";"main_se";   0.0026"
"cross_occ4";"cross";"lr_remdezr_layer";"pre";   0.0048"
"cross_occ4";"cross";"lr_remdezr_layer";"pre_se";   0.0031"
"cross_occ4";"cross";"lr_remdezr_layer";"n_obs";      58,894"
"cross_occ4";"cross";"lr_remdezr_layer";"n_firms";       2,086"
"cross_occ4";"cross";"lr_remdezr_layer";"n_cells";       7,719"
"cross_occ4";"cross";"lr_remdezr_layer";"pre_pval";   0.5909"
"cross_occ4";"cross";"l_layer_emp";"main";   0.0093*"
"cross_occ4";"cross";"l_layer_emp";"main_se";   0.0052"
"cross_occ4";"cross";"l_layer_emp";"pre";  -0.0050"
"cross_occ4";"cross";"l_layer_emp";"pre_se";   0.0059"
"cross_occ4";"cross";"l_layer_emp";"n_obs";      58,894"
"cross_occ4";"cross";"l_layer_emp";"n_firms";       2,086"
"cross_occ4";"cross";"l_layer_emp";"n_cells";       7,719"
"cross_occ4";"cross";"l_layer_emp";"pre_pval";   0.0624"
